nome;morada;postal;localidade;lat;lng;codigo;
Escola Básica do Catujal, Loures;Rua António Sérgio  ;2680 - 330 unhos;Catujal;38.815536;-9.126093;1107922;
Escola Básica do Chouto, Chamusca;R. das Escolas  ;2140 - 000 chamusca;Chouto;39.270832;-8.353646;1407785;
Escola Básica do Condado, Lisboa;R. Eng. Cunha Leal  ;1950 - 105 lisboa;Lisboa;38.745033;-9.111739;1106723;
Escola Básica do Coto, Caldas da Rainha;Rua da Escola  ;2500 - 432 coto;Coto;39.428226;-9.117601;1006517;
Escola Básica do Couço, Coruche;Rua Padre João (Couço - Coruche)  ;2100 - 314 couço;Couço - Coruche;38.98177;-8.287983;1409238;
Escola Básica do Entroncamento;R. Eng. Alberto Sar. e Sousa  ;2330 - 007 entroncamento;Entroncamento;39.468964;-8.473257;1410219;
Escola Básica do Estanqueiro, Salvaterra de Magos;Rua Imaculado Coração de Maria  ;2120 - 209 estanqueiro;Estanqueiro;38.99711;-8.737163;1415256;
Escola Básica do Esteval, Montijo;Rua Leitão de Barros  ;2870 - 484 montijo;Montijo;38.70854;-8.95567;96416;
Escola Básica do Faralhão, Setúbal;Rua António Lourenço  ;2910 - 184 setúbal;Faralhão;38.521885;-8.817812;1512657;
Escola Básica do Fogueteiro, Seixal;R. da Escola Primária  ;2845 - 156 amora;Fogueteiro;38.614693;-9.110322;1510610;
Escola Básica do Furadouro, Óbidos;Furadouro  ;2510 - 414 amoreira obd;Furadouro;39.341316;-9.2191925;58519;
Escola Básica do Gaio, Moita;R. Eça de Queirós  ;2860 - 000 moita;Gaio - Rosário;38.670715;-9.0041895;1506933;
Escola Básica do Infantado, Loures;R. Fernão de Magalhães  ;2670 - 387 loures;Urb do Infantado;38.839268;-9.160923;1107010;
Escola Básica do Lourel, Sintra;R. Luís de Camões  ;2710 - 373 sintra;Bairro da Lapa - Lourel;38.814568;-9.368094;1111818;
Escola Básica do Lumiar, Lisboa;R. Abel Salazar, 25  ;1600 - 817 lisboa;Lisboa;38.76735;-9.168256;1106478;
Escola Básica do Marmeleiro, Tomar;R. Sta Marta  ;2305 - 426 madalena;Marmeleiro;39.557835;-8.438679;1418872;
Escola Básica do Maxial, Torres Vedras;R. da Escola Preparatória  ;2565 - 463 maxial;Maxial;39.14201;-9.1709175;1113881;
Escola Básica do Miradouro de Alfazina, Monte de Caparica, Almada;Rua do Miradouro de Alfazina  ;2825 - 015 caparica;Monte de Caparica;38.67399;-9.189141;1503524;
Escola Básica do Nadadouro, Caldas da Rainha;Rua Engeneiro Paiva E Sousa N 62  ;2500 - 582 nadadouro;Nadadouro;39.42049;-9.188929;1006621;
Escola Básica do Norte, Nazaré;Rua Ernesto Korrodi, Urbanização Pinhal Mar  ;2450 - 109 nazaré;Nazaré;39.6134;-9.057812;1011069;
Escola Básica do Olival, Ourém;Largo Capitão Justo  ;2435 - 457 olival vno;Olival;39.711544;-8.601383;1421752;
Escola Básica do Painho, Cadaval;Rua das Escolas  ;2550 - 429 painho;Painho;39.301174;-9.048529;1104069;
Escola Básica do Paiol, Alenquer;R. Escola  ;2580 - 088 aldeia galega da merceana;Paiol;39.095146;-9.135555;1101840;
Escola Básica do Parque Silva Porto, Lisboa;R. Dr. José Alberto de Faria  ;1500 - 242 lisboa;Lisboa;38.747253;-9.205142;1106710;
Escola Básica do Parque das Nações, Lisboa;Rua das Gaivotas em Terra, Lote 3.12.01  ;1990 - 601 lisboa;Lisboa;38.754677;-9.097372;45650;
Escola Básica do Parque, Caldas da Rainha;Av. D. Manuel F. F. da Câmara  ;2500 - 184 caldas da rainha;Caldas da Rainha;39.399517;-9.13532;1006280;
Escola Básica do Paúl, Torres Vedras;Rua João de Deus  ;2560 - 232 torres vedras;Paúl;39.101402;-9.285105;1113995;
Escola Básica do Pego, Abrantes;Largo das Escolas n.º 141  ;2205 - 330 pego;Pego;39.458424;-8.152722;1401667;
Escola Básica do Pendão, Sintra;Largo Alto dos Moinhos - Pendão  ;2745 - 017 queluz;Queluz;38.760525;-9.254807;1111753;
Escola Básica do Pinhal General, Quinta do Conde, Sesimbra;Pinhal do General  ;2975 - 242 quinta do conde;Quinta do Conde;38.562656;-9.053582;1511198;
Escola Básica do Pinheiro, Ourém;Rua Nossa Senhora do Rosário  ;2490 - 274 ourém;Pinheiro;39.678646;-8.596843;1421370;
Escola Básica do Poceirão, Palmela;R. Eça de Queiroz  ;2965 - 310 poceirão;Poceirão;38.632183;-8.743008;1508726;
Escola Básica do Pragal, Almada;R. Conde D. Henrique  ;2800 - 000 almada;Pragal;38.6727;-9.170747;1503348;
Escola Básica do Pó, Bombarral;R. João Afonso   ;2540 - 513 pó;Pó;39.3105;-9.218741;1005388;
Escola Básica do Ramalhal, Torres Vedras;Rua Francisco Manuel dos Santos N 11  ;2565 - 668 ramalhal;Ramalhal;39.146416;-9.234315;1113701;
Escola Básica do Rosário, Moita;R. Manuel Luís de Almeida  ;2860 - 000 moita;Rosário;38.67732;-9.007878;1506002;
Escola Básica do Sabugo e Vale de Lobos, Sabugo, Sintra;R. Prof. Rosa Génio Alves  ;2715 - 395 almargem do bispo;Sabugo;38.820107;-9.290582;1111006;
Escola Básica do Samouco, Alcochete;Pç. José Coelho  ;2890 - 000 samouco;Samouco;38.722588;-9.00302;1502128;
Escola Básica do Sanatório do Outão, Setúbal;Hospital Ortopédico do Outão  ;2900 - 182 setúbal;Outão;38.488434;-8.935059;1512106;
Escola Básica do Sardoal;Tapada da Torre  ;2230 - 161 sardoal;Sardoal;39.542557;-8.157438;1417117;
Escola Básica do Sarge, Torres Vedras;Rua da Capela  ;2560 - 592 torres vedras;Sarge;39.10386;-9.230661;1113923;
Escola Básica do Seixal, Lourinhã;Rua do Moinho  ;2530 - 267 lourinhã;Seixal;39.26046;-9.32169;1108598;
Escola Básica do Sobral da Abelheira, Mafra;Rua da Escola Primária  ;2640 - 629 sobral da abelheira;Sobral de Abelheira;38.995728;-9.334753;1109106;
Escola Básica do Sobral, Lourinhã;Rua Principal  ;2530 - 180 lourinhã;Sobral;39.246693;-9.265839;1108828;
Escola Básica do Sobralinho, Vila Franca de Xira;Rua Ernesto dos Reis  ;2615 - 664 sobralinho;Sobralinho;38.91823;-9.0249815;1114704;
Escola Básica do Sobreiro Curvo, Torres Vedras;R. da Roça  ;2560 - 048 a dos cunhados;Sobreiro Curvo;39.15359;-9.30992;1113533;
Escola Básica do Tojalinho, Loures;R. José Valadares  ;2670 - 348 loures;Tojalinho;38.843445;-9.204661;1107873;
Escola Básica do Tramagal, Abrantes;Rua da Fonte Nova 278 ;2205 - 663 tramagal;Tramagal;39.452206;-8.249604;1401972;
Escola Básica do Turcifal, Torres Vedras;Largo Brigadeiro França Borges  ;2565 - 797 turcifal;Turcifal;39.043633;-9.266222;1113631;
Escola Básica do Varatojo, Torres Vedras;R. Padre José Miguel Roque  ;2560 - 237 torres vedras;Varatojo;39.087044;-9.278287;1113421;
Escola Básica do Vilar, Cadaval;Rua dos Arneiros  ;2550 - 069 vilar cdv;Vilar;39.18849;-9.112967;1104001;
Escola Básica do Vimeiro, Alcobaça;R. Principal, s/nº   ;2460 - 781 vimeiro acb;Vimeiro;39.472885;-9.017619;1001701;
Escola Básica do Vimeiro, Lourinhã;Br. da Escola  ;2530 - 805 vimeiro lnh;Vimeiro;39 182;-9.314175;1108222;
Escola Básica do Viso, Setúbal;R. Batalha do Viso  ;2900 - 268 setúbal;Setúbal;38.525948;-8.902377;1512894;
Escola Básica do Zambujal, Loures;Largo Etelvino Fernandes  ;2670 - 000 loures;Zambujal;38.870327;-9.122317;1107084;
Escola Básica dos Arcos, Setúbal;R. Joaquim Venâncio  ;2900 - 425 setúbal;Campo dos Arcos - Algodeia;38.52963;-8.893482;1512800;
Escola Básica dos Charcos, Almeirim;Rua da Casa do Povo - Urbanização de S. Roque  ;2080 - 222 almeirim;Almeirim;39.20407;-8.632527;19841;
Escola Básica dos Coruchéus, Lisboa;Rua Fernando Pessoa  ;1700 - 190 lisboa;Lisboa;38.750416;-9.145938;1106342;
Escola Básica dos Olivais, Lisboa;R. Cidade de Bolama  ;1800 - 077 lisboa;Olivais Sul;38.76124;-9.115735;1106204;
Escola Básica dos Redondos, Seixal;Avenida da Liberdade  ;2865 - 603 fernão ferro;Redondos;38.577515;-9.080853;1510002;
Escola Básica e Secundária Alfredo da Silva, Barreiro;Praça de Bento Jesus Caraça  ;2830 - 322 barreiro;Barreiro;38.661716;-9.084841;1504565;
Escola Básica e Secundária Amélia Rey Colaço, Linda-a-Velha, Oeiras;Rua Manuel Ferreira - Alto de Santa Catarina  ;2799 - 550 linda a velha;Linda-a-Velha;38.706665;-9.242848;1110746;
Escola Básica e Secundária Anselmo de Andrade, Almada;R. Ramiro Ferrão  ;2809 - 011 almada;Almada;38.675045;-9.164192;1503057;
Escola Básica e Secundária Aquilino Ribeiro, Leião, Oeiras;Av. Domingos Vandelli  ;2740 - 123 porto salvo;Talaíde;38.73451;-9.30457;1110579;
Escola Básica e Secundária Artur Gonçalves, Torres Novas;Avenida Sá Carneiro  ;2350 - 536 torres novas;Torres Novas;39.472507;-8.540718;1419522;
Escola Básica e Secundária D. Filipa de Lencastre, Lisboa;Avenida Magalhães de Lima  ;1000 - 197 lisboa;Lisboa;38.73994;-9.139421;1106402;
Escola Básica e Secundária D. João V, Damaia, Amadora;R. Mª Lamas  ;2720 - 364 amadora;Damaia;38.741955;-9.215949;1115984;
Escola Básica e Secundária D. Maria II, Vila Nova da Barquinha;Rua D. Maria II  ;2260 - 434 vila nova da barquinha;Vila Nova da Barquinha;39.461273;-8.443782;1420382;
Escola Básica e Secundária D. Martinho Vaz de Castelo Branco,Póvoa de Santa Iria,Vila Franca de Xira;R. Américo Costa - Quinta da Piedade  ;2626 - 504 póvoa de santa iria;Póvoa de Santa Iria;38.86324;-9.072343;1114316;
Escola Básica e Secundária D. Pedro I, Alcobaça;R. Fernão de Magalhães  ;2460 - 045 alcobaça;Alcobaça;39.551014;-8.970118;1001811;
Escola Básica e Secundária Dr. Azevedo Neves, Damaia, Amadora;Topo da R. Carvalho Araújo  ;2720 - 000 amadora;Damaia;38.74542;-9.228053;1115606;
Escola Básica e Secundária Dr. Manuel Fernandes, Abrantes;R. General Humberto Delgado, 1  ;2200 - 117 abrantes;Abrantes;39.4557;-8.206586;1401539;
Escola Básica e Secundária Dr.ª Judite Andrade, Sardoal;Tapada da Torre  ;2230 - 015 alcaravela;Sardoal;39.542206;-8.157707;1417797;
Escola Básica e Secundária Fernão do Pó, Bombarral;Avenida Dr. Joaquim de Albuquerque  ;2540 - 004 bombarral;Bombarral;39.269375;-9.163244;1005666;
Escola Básica e Secundária Francisco Simões, Laranjeiro, Almada;Rua Jorge Pereira  ;2810 - 235 almada;Laranjeiro;38.65261;-9.154489;1503581;
Escola Básica e Secundária Frei Gonçalo de Azevedo, São Domingos de Rana, Cascais;Rua 1º de Maio - Bairro Massapés - Tires  ;2785 - 260 são domingos de rana;S. Domingos de Rana;38.71657;-9.340177;1105860;
Escola Básica e Secundária Gama Barros, Cacém, Sintra;Rua da Esperança  ;2735 - 473 agualva-cacém;Cacém;38.7712;-9.314341;1111215;
Escola Básica e Secundária Gil Vicente, Lisboa;R. da Verónica, 37  ;1170 - 384 lisboa;Lisboa;38.716217;-9.127702;1106053;
Escola Básica e Secundária Ibn Mucana, Alcabideche, Cascais;R. do Pombal  ;2645 - 074 alcabideche;Alcabideche;38.734303;-9.4047575;1105403;
Escola Básica e Secundária Joaquim Inácio da Cruz Sobral, Sobral de Monte Agraço;Avenida 1º de Maio  ;2590 - 001 sobral de monte agraço;Sobral de Monte Agraço;39.02368;-9.148795;1112383;
Escola Básica e Secundária Josefa de Óbidos, Lisboa;Rua Coronel Ribeiro Viana  ;1399 - 040 lisboa;Lisboa;38.71305;-9.167499;1106394;
Escola Básica e Secundária Josefa de Óbidos, Óbidos;Rua das Artes  ;2510 - 042 óbidos;Óbidos;39.353905;-9.160166;1012003;
Escola Básica e Secundária José Relvas, Alpiarça;Av. da Casa do Povo  ;2090 - 025 alpiarça;Alpiarca;39.251003;-8.581339;1404524;
Escola Básica e Secundária Lima de Freitas, Setúbal;R. Batalha do Viso  ;2904 - 510 setúbal;Setúbal;38.522953;-8.914326;1512060;
Escola Básica e Secundária Luís de Camões, Constância;Rua Moinho de Vento - Apartado 14  ;2250 - 000 constância;Constância;39.481297;-8.3374405;1408875;
Escola Básica e Secundária Matilde Rosa Araújo, Matarraque, Cascais;Avenida das Descobertas  ;2785 - 438 são domingos de rana;Matarraque;38.70594;-9.351289;1105186;
Escola Básica e Secundária Mestre Domingos Saraiva, Algueirão, Sintra;R. Dr. Coutinho Pais, 14 / 16  ;2725 - 043 mem martins;Algueirão;38.80162;-9.3506155;1111592;
Escola Básica e Secundária Mestre Martins Correia, Golegã;R. Luís de Camões - Apartado 40  ;2150 - 202 golegã;Golegã;39.40708;-8.4836645;1412567;
Escola Básica e Secundária Michel Giacometti, Quinta do Conde, Sesimbra;Rua das Descobertas, Qt. do Conde nº 3  ;2975 - 350 quinta do conde;Quinta do Conde;38.56904;-9.040878;003507710000457853005;
Escola Básica e Secundária Octávio Duarte Ferreira, Tramagal, Abrantes;R. 6 de Outubro nº 3  ;2205 - 651 tramagal;Tramagal;39.451412;-8.25066;1401606;
Escola Básica e Secundária Ordem de Sant´Iago, Setúbal;Avenida da Bela Vista  ;2910 - 421 setúbal;Setúbal;38.521126;-8.86784;1512911;
Escola Básica e Secundária Padre Alberto Neto, Queluz, Sintra;Avenida Paiva Couceiro  ;2745 - 190 queluz;Queluz;38.75461;-9.251822;1111226;
Escola Básica e Secundária Passos Manuel, Lisboa;Travessa do Convento de Jesus, Lisboa  ;1249 - 001 lisboa;Lisboa;38.71198;-9.149495;1106019;
Escola Básica e Secundária Pedro Ferreiro, Ferreira do Zêzere;Praceta Guilherme Felix Soeiro  ;2240 - 346 ferreira do zêzere;Ferreira do Zêzere;39.690952;-8.287215;1411566;
Escola Básica e Secundária Professor Reynaldo dos Santos, Vila Franca de Xira;Bom Retiro - Rua 28 de Março  ;2600 - 053 vila franca de xira;Vila Franca de Xira;38.954597;-9.001204;1114483;
Escola Básica e Secundária Professor Ruy Luís Gomes, Laranjeiro, Almada;Av. Prof. Rui Luís Gomes, Lt. 1-A  ;2814 - 504 almada;Laranjeiro;38.65143;-9.146712;1503888;
Escola Básica e Secundária da Chamusca;Avenida Dr. Carlos Amaro  ;2140 - 054 chamusca;Chamusca;39.35966;-8.476605;1407450;
Escola Básica e Secundária da Cidadela, Cascais;R. Dr.Fernando Batista M.F.Batista Viegas  ;2750 - 503 cascais;Cascais;38.70208;-9.428789;1105672;
Escola Básica e Secundária de Alvide, Cascais;R. das Padarias, 195  ;2755 - 062 alcabideche;Alvide;38.71754;-9.425563;1105122;
Escola Básica e Secundária de Carcavelos, Cascais;Rua da Escola Secundária de Carcavelos  ;2779 - 510 carcavelos;Carcavelos;38.698296;-9.337009;1105612;
Escola Básica e Secundária de Mação;Av. Dr. Sá Carneiro  ;6120 - 724 mação;Macão;39.56179;-7.999505;1413450;
Escola Básica e Secundária de Mães D´Água, Falagueira, Amadora;Rua da Quinta da Bolacha  ;2700 - 689 amadora;Falagueira-Amadora;38.763683;-9.224695;1115822;
Escola Básica e Secundária de Ourém;Apartado 35  ;2490 - 551 ourém;Ourém;39.6594;-8.578201;1421400;
Escola Básica e Secundária de Salvaterra de Magos;R. Prof. Natercia C. Rita Assunção  ;2120 - 099 salvaterra de magos;Salvaterra de Magos;39.024494;-8.794607;1415949;
Escola Básica e Secundária de Santo António, Barreiro;Rua António Aleixo      Cidade Sol  ;2835 - 511 santo antónio da charneca;Santo António da Charneca;38.63225;-9.037939;1504723;
Escola Básica e Secundária de São Martinho do Porto, Alcobaça;R. dos Bombeiros Voluntários  ;2460 - 654 são martinho do porto;S. Martinho do Porto;39.515953;-9.127644;1001951;
Escola Básica e Secundária do Cadaval;Apartado 203  ;2550 - 000 cadaval;Cadaval;39.242924;-9.106916;1104039;
Escola Básica n.º 1 da Baixa da Banheira, Moita;R. Augusto Gil  ;2835 - 066 baixa da banheira;Baixa da Banheira;38.65364;-9.043282;1506665;
Escola Básica n.º 1 da Bobadela, Loures;R. Domingos José Tavares  ;2695 - 032 bobadela lrs;Bobadela;38.808186;-9.099977;1107248;
Escola Básica n.º 1 da Cova da Piedade, Almada;Av. da Fundação, n.º 26  ;2800 - 414 cova da piedade;Cova da Piedade;38.66989;-9.161166;1503263;
Escola Básica n.º 1 da Cruz de Pau, Seixal;R. Luz Soreano - Urb Mateus  ;2845 - 120 amora;Cruz de Pau;38.620842;-9.127037;1510427;
Escola Básica n.º 1 da Moita;R. Bartolomeu Dias  ;2860 - 438 moita;Moita;38.65504;-8.992198;1506673;
Escola Básica n.º 1 da Póvoa de Santa Iria, Vila Franca de Xira;R. Profa Maria Luisa Lucena  ;2625 - 176 póvoa de santa iria;Póvoa de Stª Iria;38.860924;-9.065807;1114530;
Escola Básica n.º 1 da Serra das Minas, Sintra;Av. João de Deus  ;2635 - 439 rio de mouro;Serra das Minas;38.786793;-9.33242;1111448;
Escola Básica n.º 1 da Telha Nova, Barreiro;R. Afonso de Albuquerque  ;2830 - 177 barreiro;Telha Nova;38.644844;-9.05415;1504219;
Escola Básica n.º 1 da Terrugem, Sintra;Rua da Escola  ;2705 - 854 terrugem snt;Terrugem;38.84947;-9.377517;1111761;
Escola Básica n.º 1 da Trafaria, Almada;Av. 25 de Abril  ;2825 - 893 trafaria;Trafaria;38.66984;-9.238241;1503590;
Escola Básica n.º 1 da Venda do Pinheiro, Mafra;Rua Casal dos Ninhos  ;2665 - 536 venda do pinheiro;Venda do Pinheiro;38.921883;-9.23478;1109143;
Escola Básica n.º 1 de Abrantes;Lg. dos Quinchosos  ;2200 - 357 abrantes;Abrantes;39.463074;-8.1953335;1401879;
Escola Básica n.º 1 de Abóboda, Cascais;Rua da Escola  ;2785 - 024 são domingos de rana;Abóboda;38.725414;-9.333208;1105180;
Escola Básica n.º 1 de Alcanede, Santarém;Rua Feira de Alcanede - Apartado 22  ;2025 - 999 alcanede;Alcanede;39.41907;-8.822432;1416002;
Escola Básica n.º 1 de Alcochete;R. Rui de Sousa Vinagre  ;2890 - 090 alcochete;Alcochete;38.75417;-8.959783;1502007;
Escola Básica n.º 1 de Alcoitão, Cascais;R. da Escola  ;2765 - 000 estoril;Alcoitão;38.733295;-9.3942795;1105770;
Escola Básica n.º 1 de Aldeia do Juso, Cascais;Lg. Prof. Egas Moniz  ;2750 - 000 cascais;Aldeia do Juso;38.729763;-9.447319;1105972;
Escola Básica n.º 1 de Alfeite, Almada;Bairro Social das Forças Armadas  ;2810 - 001 almada;Laranjeiro;38.656155;-9.145649;1503482;
Escola Básica n.º 1 de Alhandra, Vila Franca de Xira;Largo do Castelo  ;2600 - 424 alhandra;Alhandra;38.928158;-9.0085;1114937;
Escola Básica n.º 1 de Alhos Vedros, Moita;R. Lopes de Sequeira  ;2860 - 063 alhos vedros;Alhos Vedros;38.657814;-9.025145;1506191;
Escola Básica n.º 1 de Alverca do Ribatejo, Vila Franca de Xira;R. do Pavilhão Municipal -  Qt. das Drogas  ;2615 - 360 alverca do ribatejo;Alverca;38.893337;-9.036828;1114202;
Escola Básica n.º 1 de Apelação, Loures;R. das Escolas  ;2680 - 321 apelação;Apelação;38.81481;-9.134694;1107631;
Escola Básica n.º 1 de Atouguia da Baleia, Peniche;Estrada da Seixeira  ;2525 - 022 atouguia da baleia;Atouguia da Baleia;39.335842;-9.326698;1014758;
Escola Básica n.º 1 de Benavente;Praça Drº João Jacinto, nº 7  ;2130 - 065 benavente;Benavente;38.980267;-8.807588;1405822;
Escola Básica n.º 1 de Benedita, Alcobaça;Avenida Padre Inácio Antunes  ;2475 - 110 benedita;Benedita;39.42423;-8.970155;1001879;
Escola Básica n.º 1 de Brejos do Assa, Palmela;Rua do Comércio  ;2950 - 057 palmela;Brejos do Assa;38.570057;-8.8348;1508821;
Escola Básica n.º 1 de Camarate, Loures;R. dos Bombeiros Voluntários  ;2685 - 544 camarate;Camarate;38.799923;-9.134601;1107794;
Escola Básica n.º 1 de Campelos, Torres Vedras;R. Victor Aragão Lamy  ;2560 - 000 torres vedras;Campelos;39.198746;-9.228993;1113229;
Escola Básica n.º 1 de Carcavelos, Cascais;Qta. Paulo Jorge S/N  ;2775 - 596 carcavelos;Carcavelos;38.690365;-9.332392;1105382;
Escola Básica n.º 1 de Coina, Barreiro;R. Prof. Mª Rita A. Duarte  ;2830 - 417 coina;Coina;38.59418;-9.04148;1504994;
Escola Básica n.º 1 de Corroios, Seixal;Rua Comandante Ramiro Correia  ;2855 - 137 corroios;Corroios;38.642967;-9.155367;1510488;
Escola Básica n.º 1 de Coruche;Av. Capitão Salgueiro Maia  ;2100 - 405 são josé da lamarosa;Coruche;38.959373;-8.529728;1409382;
Escola Básica n.º 1 de Fazendas de Almeirim, Almeirim;Rua de São Bento  ;2080 - 587 fazendas de almeirim;Fazendas de Almeirim;39.17722;-8.59036;42800;
Escola Básica n.º 1 de Ferrel, Peniche;Rua das Escolas  ;2520 - 131 ferrel;Ferrel;39.363655;-9.316794;1014488;
Escola Básica n.º 1 de Fitares, Sintra;Avenida do Parque Fitares  ;2635 - 294 rio de mouro;Fitares;38.784683;-9.313338;1111094;
Escola Básica n.º 1 de Freiria, Torres Vedras;Rua Padre Galiza  ;2565 - 319 freiria;Freiria;39.02517;-9.3195715;1113336;
Escola Básica n.º 1 de Freixianda, Ourém;Rua  da Escola  ;2435 - 274 freixianda;Freixianda;39.760323;-8.462707;1421353;
Escola Básica n.º 1 de Galiza, Cascais;R. Mestre de Aviz  ;2765 - 303 estoril;Galiza - S. João Estoril;38.70582;-9.383535;1105992;
Escola Básica n.º 1 de Lisboa;Lg. da Escola Municipal  ;1150 - 146 lisboa;Lisboa;38.720276;-9.138264;1106152;
Escola Básica n.º 1 de Marinhais, Salvaterra de Magos;Rua da Escola Nova  ;2125 - 135 marinhais;Marinhais;39.049603;-8.69952;1415858;
Escola Básica n.º 1 de Mem Martins, Sintra;R. Actor António Silva - Bairro de S. Carlos  ;2725 - 170 mem martins;Mem Martins;38.7862;-9.348152;1111237;
Escola Básica n.º 1 de Monte da Caparica, Almada; Raposo de Cima  ;2825 - 099 caparica;Monte de Caparica;38.667793;-9.193264;1503607;
Escola Básica n.º 1 de Morelena, Sintra;R. Silvério António  ;2715 - 062 pero pinheiro;Morelena;38.844795;-9.316317;1111309;
Escola Básica n.º 1 de Pataias, Alcobaça;Lg das Escolas Primarias  ;2445 - 259 pataias;Pataias;39.67178;-8.994974;1001588;
Escola Básica n.º 1 de Peniche;Lg. Prof. Francisco Freire  ;2520 - 247 peniche;Peniche;39.359215;-9.381693;1014945;
Escola Básica n.º 1 de Porto Alto, Benavente;Rua Sebastião da Gama, Porto Alto  ;2135 - 152 samora correia;Porto Alto;38.91852;-8.887491;1405563;
Escola Básica n.º 1 de Rio Maior;Rua Furriel Comando Santos Pires  ;2040 - 299 rio maior;Rio Maior;39.340218;-8.943679;1414367;
Escola Básica n.º 1 de Rio de Mouro, Sintra;Av. Gil Eanes  ;2635 - 294 rio de mouro;Rio de Mouro;38.78109;-9.321801;1111728;
Escola Básica n.º 1 de Santo Onofre, Caldas da Rainha;Rua Profª Mª da Purificação Nunes Santos Sebastião, Santo Onofre  ;2500 - 218 caldas da rainha;Caldas da Rainha;39.41071;-9.142001;1006426;
Escola Básica n.º 1 de Setúbal;R. das Areias  ;2910 - 407 setúbal;Setúbal;38.52389;-8.881524;1512444;
Escola Básica n.º 1 de São Domingos de Rana, Cascais;R. Matias de Albuquerque  ;2785 - 590 são domingos de rana;S. Domingos de Rana;38.70108;-9.341635;1105546;
Escola Básica n.º 1 de São João da Talha, Loures;Rua Deputado Pedro Botelho das Neves  ;2695 - 723 são joão da talha;S. João da Talha;38.82379;-9.09629;1107706;
Escola Básica n.º 1 de São João do Estoril, Cascais;R. Trindade Coelho  ;2765 - 511 estoril;S. João do Estoril;38.69978;-9.378878;1105728;
Escola Básica n.º 1 de São Marcos, Sintra;Praceta Rio Amazonas  ;2735 - 000 agualva-cacém;São Marcos;38.74759;-9.293321;1111897;
Escola Básica n.º 1 de Telheiras, Lisboa;Rua José Escada  ;1600 - 482 lisboa;Lisboa;38.759785;-9.171285;1106212;
Escola Básica n.º 1 de Unhos, Loures;R. Luís de Camões, 1  ;2685 - 845 unhos;Unhos;38.82421;-9.121372;1107529;
Escola Básica n.º 1 de Vale da Amoreira, Moita;R. António Botto  ;2835 - 230 vale da amoreira;Vale da Amoreira;38.647762;-9.040025;1506257;
Escola Básica n.º 1 de Vale de Milhaços, Seixal;R. Infante D. Henrique  ;2855 - 459 corroios;Vale de Milhaços;38.62173;-9.168913;1510992;
Escola Básica n.º 1 de Vale de Santarém, Santarém;av poeta joão da aldeia nº8  ;2005 - 422 vale de santarém;Vale de Santarém;39.194687;-8.735115;1416478;
Escola Básica n.º 1 de Vialonga, Vila Franca de Xira;R. Prof. Egas Moniz  ;2625 - 655 vialonga;Vialonga;38.873383;-9.07902;1114258;
Escola Básica n.º 1 de Vila Chã de Ourique, Cartaxo;R. Vasco Ribeiro  ;2070 - 676 vila chã de ourique;Vila Chã de Ourique;39.16674;-8.768495;1406916;
Escola Básica n.º 1 de Águas de Moura, Palmela;R. S Pedro  ;2965 - 581 águas de moura;Águas de Moura;38.58338;-8.690997;1508860;
Escola Básica n.º 1 do Bom Retiro, Vila Franca de Xira;Rua 28 de Março - Bom Retiro  ;2600 - 053 vila franca de xira;Vila Franca de Xira;38.954933;-8.999996;1114350;
Escola Básica n.º 1 do Cacém, Sintra;Av. Dr. Miguel Freire da Cruz   ;2735 - 299 agualva-cacém;Cacém;38.766937;-9.303373;1111258;
Escola Básica n.º 1 do Cadaval;Rua Dr Duarte Ribeiro de Macedo  ;2550 - 101 cadaval;Cadaval;39.2412;-9.105078;1104127;
Escola Básica n.º 1 do Carregado, Alenquer;Rua Professora Maria Perpétua Aço, Casal do Sarra 1152  ;2580 - 604 carregado;Carregado;39.029137;-8.975125;1101109;
Escola Básica n.º 1 do Cartaxo;Rua Dr. Marcelino Mesquita  ;2070 - 011 cartaxo;Cartaxo;39.161583;-8.783814;1406842;
Escola Básica n.º 1 do Faralhão, Setúbal;Estrada Vale da Rosa  ;2910 - 000 setúbal;Faralhão;38.521267;-8.826331;1512917;
Escola Básica n.º 1 do Feijó, Almada;Rua Garcia de Resende  ;2810 - 068 almada;Feijó;38.65344;-9.164888;1503676;
Escola Básica n.º 1 do Laranjeiro, Almada;R. Francisco Sousa Tavares  ;2810 - 224 almada;Laranjeiro;38.652107;-9.15;1503510;
Escola Básica n.º 1 do Lavradio, Barreiro;R. Silva Cristino  ;2835 - 450 lavradio;Lavradio;38.667152;-9.049741;1504641;
Escola Básica n.º 1 do Linhó, Sintra;R. da Escola 16  ;2710 - 344 sintra;Linhó;38.76959;-9.381911;1111999;
Escola Básica n.º 1 do Maxial, Torres Vedras;R. Azinhaga da Sociedade  ;2565 - 453 maxial;Maxial;39.135777;-9.176711;1113568;
Escola Básica n.º 1 do Zambujal, Sesimbra;Zambujal  ;2970 - 000 sesimbra;Zambujal;38.452374;-9.128088;1511074;
Escola Básica n.º 11 de Setúbal;Bairro Humberto Delgado  ;2910 - 000 setúbal;Setúbal - São Sebastião;38.528244;-8.869344;1512167;
Escola Básica n.º 12 de Setúbal;R. Cidade de Beauvais  ;2900 - 303 setúbal;Setúbal - São Julião;38.541092;-8.8938875;1512523;
Escola Básica n.º 195 de Lisboa;R. Aquilino Ribeiro  ;1900 - 622 lisboa;Lisboa;38.753597;-9.11731;1106121;
