nome;morada;postal;localidade;lat;lng;codigo
Jardim de Infância da Quinta do Sol, Valbom, Gondomar;Rua Dr. António Macedo   ;4420 - 430 valbom gdm;Quinta do Sol - Valbom;41.128048;-8.560409;1304992
Jardim de Infância da Rua Dr. Cunha Reis, Vila do Conde;Rua Dr. Cunha Reis  ;4480 - 000 vila do conde;Vila do Conde;41.351162;-8.7434635;1316350
Jardim de Infância da Rua dos Girassóis, Caxinas, Vila do Conde;Rua dos Girassóis  ;4480 - 000 vila do conde;Caxinas;41.36978;-8.756162;1316277
Jardim de Infância da Rua Álvaro Castelões;R. Álvaro Castelões, 77  ;4760 - 117 vila nova de famalicão;Vila Nova de Famalicão;41.411068;-8.522665;312107
Jardim de Infância da Santa Casa da Misericórdia de Barcelos - Centro Social de Silveiros;Lugar de S. João - Silveiros  ;4775 - 230 silveiros;Silveiros;41.476326;-8.576449;302573
Jardim de Infância da Santa Casa da Misericórdia de Boticas;Rua dos Casais  ;5460 - 000 boticas;Boticas;41.68869;-7.673237;1702342
Jardim de Infância da Santa Casa da Misericórdia de Moimenta da Beira;Rua General Humberto Delgado, n.º 65  ;3620 - 308 moimenta da beira;Moimenta da Beira;40.973377;-7.6122217;1807800
Jardim de Infância da Santa Casa da Misericórdia de Paredes de Coura;Largo Hintze Ribeiro - Quinta da Casa Grande - Paredes de Coura  ;4900 - 000 viana do castelo;Paredes de Coura;41.91091;-8.562604;1605061
Jardim de Infância da Santa Casa da Misericórdia de São Bento Arnóia;Alcacer - Arnóia  ;4890 - 000 celorico de basto;Celorico de Bastos;41.373795;-8.014947;305722
Jardim de Infância da Santa Casa de Misericórdia de Freixo de Espada a Cinta;Largo do Terreirinho  ;5180 - 120 freixo de espada à cinta;Freixo de Espanha à Cinta;41.091934;-6.807935;404563
Jardim de Infância da Santa Casa de Misericórdia de Tarouca;Rua de S. Miguel  ;3610 - 143 tarouca;Tarouca;41.01767;-7.77202;1820366
Jardim de Infância da Sobreira (Gente Miúda);Lugar da Estação  ;4585 - 681 sobreira;Sobreira;41.153687;-8.396784;1310532
Jardim de Infância da Stª Casa da Misericórdia de Caminha;Av. Padre Pinheiro  ;4910 - 106 caminha;Caminha;41.87618;-8.8346;1602390
Jardim de Infância das Fontaínhas, Santo Tirso;Avenida 4 de Abril 1955  ;4795 - 015 aves;Ponte - Vila das Aves;41.36132;-8.411848;1314235
Jardim de Infância de Abadim, Cabeceiras de Basto;Abadim  ;4860 - 011 abadim;Abadim;41.536922;-7.9919033;304659
Jardim de Infância de Acucanha, Penafiel;Acucanha - Croca  ;4560 - 061 croca;Acucanha - Croca;41.22405;-8.246558;1311252
Jardim de Infância de Adaúfe, Braga;Jardim de Infancia de Romil - Adaúfe  ;4710 - 557 adaúfe;Romil;41.588287;-8.398852;303666
Jardim de Infância de Adro, Real, Castelo de Paiva;Estrada Nacional 1139  ;4550 - 652 real cpv;Real;41.01462;-8.269964;106220
Jardim de Infância de Agilde, Celorico de Basto;Estrada - Agilde  ;4890 - 000 celorico de basto;Estrada;41.365;-8.112947;305264
Jardim de Infância de Agrochão, Vinhais; Agrochão  ;5335 - 111 rebordelo;Agrochão;41.69734;-7.030746;412681
Jardim de Infância de Aguda, Vila Nova de Gaia;R. Vieira da Costa  ;4405 - 000 vila nova de gaia;Aguda;41.04744;-8.651647;1317012
Jardim de Infância de Agulha, Galegos, Penafiel;Agulha - Galegos  ;4560 - 000 penafiel;Penafiel;41.16134;-8.313111;1311609
Jardim de Infância de Aldeia Nova, Guetim, Espinho;Rua Luis de Camões, nº114  ;4500 - 410 espinho;Guetim;41.01707;-8.606416;107625
Jardim de Infância de Aldeia Nova, Ribeirão, Vila Nova de Famalicão;Rua da Escola - Aldeia Nova - Ribeirão  ;4760 - 711 ribeirão;Vila Nova de Famalicão;41.360943;-8.570795;312844
Jardim de Infância de Aldeia Nova, Santa Maria da Feira;Rua da Pré-Primária  ;4505 - 416 fiães vfr;Aldeia Nova;40.991962;-8.493846;109327
Jardim de Infância de Aldeia de Cima, Armamar;Rua do Balcão  ;5110 - 012 aldeias amm;Aldeia de Cima;41.113445;-7.719857;1801042
Jardim de Infância de Aldriz, Santa Maria da Feira;R. Augusto Sousa Pinto  ;4535 - 000 lourosa;Aldriz;41.013947;-8.53611;109094
Jardim de Infância de Alfândega da Fé;Alfândega da Fé  ;5350 - 000 alfândega da fé;Alfândega da Fé;41.342533;-6.9621725;401511
Jardim de Infância de Alhões, Cinfães;Alhões  ;4690 - 005 alhões;Alhões;40.98442;-8.01256;1804765
Jardim de Infância de Altinho, Vila Nova de Famalicão;Rua do Vale  ;4770 - 522 santa maria arnoso;Arnoso (Santa Maria);41.463646;-8.495262;312757
Jardim de Infância de Alto da Estrada, Oliveira, Vila Nova de Famalicão;Av da Liberdade, 1136 -  Oliveira (Santa Maria)  ;4765 - 800 santa maria oliveira;Vila Nova de Famalicão;41.403385;-8.406431;312314
Jardim de Infância de Alvite, Cabeceiras de Basto;Petimão  ;4860 - 024 alvite cbc;Petimão;41.4787;-8.021649;304918
Jardim de Infância de Além, Gavião, Vila Nova de Famalicão;Rua de Valdoi,111  - Gavião  ;4760 - 413 vila nova de famalicão;Vila Nova de Famalicão;41.427624;-8.513645;312023
Jardim de Infância de Alívio, Vila Verde;Alívio - Soutelo  ;4730 - 000 vila verde;Alívio;41.624973;-8.431251;313196
Jardim de Infância de Arcossó, Chaves;Rua do Calvário  ;5425 - 332 vidago;Arcossó;41.649517;-7.6020355;1703630
Jardim de Infância de Arcozelo, Santa Maria da Feira;Arcozelo - Caldas de S. Jorge  ;4505 - 684 caldas de são jorge;Caldas de S. Jorge;40.95891;-8.507039;109133
Jardim de Infância de Arcozelo, Vila Verde;Lousã - Arcozelo  ;4730 - 020 arcozelo vvd;Lousã;41.665127;-8.529122;313764
Jardim de Infância de Areias, Gondomar;R. Adelino Felgueiras, 22 Urb das Areias  ;4435 - 077 rio tinto;Rio Tinto;41.161354;-8.55542;1304853
Jardim de Infância de Areias, Vale de Cambra;Areias  ;3730 - 034 vale de cambra;Areias;40.83205;-8.400027;119261
Jardim de Infância de Areja, Lomba, Gondomar;Rua dos Mineiros Caixa Postal nº 525  ;4515 - 289 lomba gdm;Lomba;41.049095;-8.402944;1304953
Jardim de Infância de Argeriz, Valpaços;R. Professor Gonçalves Martins  ;5445 - 011 argeriz;Argeriz;41.59121;-7.3870764;1712051
Jardim de Infância de Argozelo, Vimioso;Rua das Arras  ;5230 - 043 argozelo;Argozelo;41.644714;-6.5970325;411359
Jardim de Infância de Armamar;Rua de Santa Bárbara  ;5110 - 000 armamar;Armamar;41.10667;-7.691679;1801986
Jardim de Infância de Arnóia, Boucinha, Celorico de Basto;Boucinha - Arnóia  ;4890 - 000 celorico de basto;Boucinha - Arnóia;41.37281;-8.0152855;305772
Jardim de Infância de Arroteia, Gondomar;R. Dr. Augusto Barreto Costa S/N  ;4420 - 432 valbom gdm;Arroteia - Valbom;41.139454;-8.568544;1304141
Jardim de Infância de Assento, Arcos de Valdevez;Assento  ;4970 - 234 arcos de valdevez;Paçô;41.831947;-8.409174;1601558
Jardim de Infância de Assento, Penafiel;Assento - Cabeça Santa  ;4575 - 123 cabeça santa;Assento - Cabeça Santa;41.117676;-8.277861;1311280
Jardim de Infância de Assento, Roriz, Barcelos;Assento - Roriz  ;4750 - 655 roriz bcl;Assento - Roriz;41.585102;-8.587882;302344
Jardim de Infância de Astromil, Paredes;Rua da Escola, 52  ;4585 - 817 astromil;Astromil;41.19865;-8.424867;1310804
Jardim de Infância de Ataíde, Amarante;Rua Acácio Lino  ;4605 - 000 vila meã;Vila Mea;41.249054;-8.196734;1301179
Jardim de Infância de Atiães, Vila Verde;Igreja - Atiães  ;4730 - 040 atiães;Igreja - Atiães;41.629154;-8.495823;313897
Jardim de Infância de Atães, Gondomar;Rua 13 de Maio   ;4510 - 150 jovim;Jovim;41.107384;-8.529441;1304239
Jardim de Infância de Atães, Vila Verde;Ataes de Baixo 2  ;4730 - 030 atães vvd;Atães de Baixo;41.71476;-8.4077015;313343
Jardim de Infância de Avidagos, Mirandela;Rua Dr. Joaquim  ;5370 - 052 avidagos;Avidagos;41.398636;-7.307416;407096
Jardim de Infância de Azevedo, Santa Maria da Feira;Azevedo  ;4505 - 685 caldas de são jorge;Caldas de S. Jorge;40.961483;-8.487823;109859
Jardim de Infância de Azões, Vila Verde;Pena Curva - Azões  ;4730 - 050 azões;Azões;41.6938;-8.499195;313698
Jardim de Infância de Baguim do Monte, Gondomar;Rua Padre Camilo Luis Morais Bessa  ;4435 - 687 baguim do monte;Baguim do Monte;41.192135;-8.542017;1304619
Jardim de Infância de Baixinho, Baguim do Monte, Gondomar;Trav. Aquilino Alves Rego  ;4435 - 788 baguim do monte;Baguim do Monte;41.18352;-8.536412;1304187
Jardim de Infância de Bajouca, Pigeiros, Santa Maria da Feira;Rua António Carneiro Guerner, 75  ;4505 - 567 pigeiros;Pigeiros;40.946827;-8.477839;109590
Jardim de Infância de Balteiro, Viana do Castelo;Rua António Joaquim Barros Junior  ;4900 - 220 viana do castelo;Viana do Castelo;41.75807;-8.707988;1609173
Jardim de Infância de Baralhas, Vale de Cambra;Baralhas  ;3730 - 084 vale de cambra;Baralhas;40.839027;-8.410716;119446
Jardim de Infância de Barcos, Tabuaço;Rua Macedo Cabral  ;5120 - 070 barcos;Barcos;41.12362;-7.604468;1819706
Jardim de Infância de Barral, Vila Verde;Pico   S. Cristovão  ;4730 - 380 pico;Barral;41.693447;-8.416751;313267
Jardim de Infância de Barreira, Ponte de Lima;Barreira  ;4990 - 760 serdedelo;Serdedelo;41.74798;-8.543192;1607036
Jardim de Infância de Barreiras, Duas Igrejas, Paredes;Rua da Abelheira  ;4580 - 371 duas igrejas prd;Duas Igrejas;41.239193;-8.362283;1310395
Jardim de Infância de Barreiro, Marco de Canaveses;Barreiro - Paços de Gaiolo  ;4625 - 199 paços de gaiolo;Paços de Gaiolo;41.099834;-8.1174;1307160
Jardim de Infância de Barroncal, Baião;Barroncal  ;4640 - 580 valadares bao;Valadares;41.148495;-7.983045;1302190
Jardim de Infância de Barroso, Nogueira, Maia;Rua Manuel Silva Cruz  ;4475 - 478 maia;Nogueira;41.23537;-8.587978;1306157
Jardim de Infância de Belece, Arouca;Belece S Miguel Do Mato Arouca  ;4540 - 573 são miguel do mato arc;Belece - S. Miguel do Mato;40.96522;-8.39712;104673
Jardim de Infância de Benlhevai, Vila Flor;Benlhevai  ;5360 - 021 benlhevai;Benlhevai;41.374084;-7.08685;410121
Jardim de Infância de Bente, Vila Nova de Famalicão;R. da Agra  ;4770 - 060 bente;Bente;41.385963;-8.453982;312877
Jardim de Infância de Beça, Boticas;Beça  ;5460 - 120 beça;Beça;41.69489;-7.702369;1702616
Jardim de Infância de Bilhó, Mondim de Basto;Bilho  ;4880 - 087 bilhó;Bilhó;41.406113;-7.853611;1705636
Jardim de Infância de Boavista, Aldreu, Barcelos;Boavista Aldreu  ;4905 - 014 aldreu;Aldreu;41.609516;-8.716886;302794
Jardim de Infância de Boavista, Amarante;Boavista - Cepelos  ;4600 - 052 amarante;Amarante;41.263626;-8.080897;1301107
Jardim de Infância de Boavista, Vila Nova de Famalicão;R. do Jardim de Infância  ;4760 - 000 vila nova de famalicão;Boavista - Pedome;41.413754;-8.393405;312512
Jardim de Infância de Bogim, Valença;Bogim - Cerdal  ;4930 - 087 cerdal;Bogim;41.985928;-8.623466;1608669
Jardim de Infância de Borba de Montanha, Celorico de Basto;Assento - Borba da Montanha  ;4890 - 103 borba de montanha;Assento - Borba da Montanha;41.38549;-8.095422;305490
Jardim de Infância de Borbela, Vila Real;Rua do Eido  ;5000 - 063 vila real;Borbela;41.32653;-7.749516;1714368
Jardim de Infância de Bracara Augusta, Braga;R. Dr. Simões de Almeida, 95 - Sala 105  ;4715 - 105 braga;Braga;41.541847;-8.410635;303106
Jardim de Infância de Bragança;Bairro da Estação  ;5300 - 000 bragança;Bragança;41.810135;-6.7628427;402662
Jardim de Infância de Britiande, Lamego;Rua da Cova de Baixo  ;5100 - 344 britiande;Britiande;41.065018;-7.796066;1805281
Jardim de Infância de Brunhoso, Mogadouro;Brunhoso  ;5200 - 100 brunhoso;Brunhoso;41.36144;-6.7609754;408228
Jardim de Infância de Bucos, Cabeceiras de Basto;Bucos  ;4860 - 122 bucos;Bucos;41.57341;-8.034181;304889
Jardim de Infância de Bustelo de Cima, Amarante;Bustelo  ;4600 - 530 bustelo amt;Bustelo;41.236378;-7.9985194;1301234
Jardim de Infância de Bárrio, Valença;Fontoura  ;4930 - 241 fontoura;Bárrio;41.953194;-8.636483;1608443
Jardim de Infância de Cabanas de Baixo, Torre de Moncorvo;Cabanas de Baixo - Cabeça Boa  ;5160 - 031 cabeça boa;Cabanas de Baixo;41.18505;-7.118722;409943
Jardim de Infância de Cabanelas, Mirandela;Rua do Carvalho  ;5370 - 070 cabanelas mdl;Cabanelas;41.57207;-7.2150683;407446
Jardim de Infância de Cabreiros, Braga;Monte das Cruzes  ;4705 - 377 cabreiros brg;Monte das Cruzes;41.536285;-8.492437;303470
Jardim de Infância de Calvário, Penafiel;Calvario  ;4560 - 042 bustelo pnf;Bustelo;41.234352;-8.262237;1311035
Jardim de Infância de Calvário, Ponte de Lima;Calvário  ;4990 - 575 calheiros;Calheiros;41.806522;-8.570026;1607730
Jardim de Infância de Calçadas, Barcelos;Rua das Dálias  ;4750 - 000 barcelos;Calçadas;41.54316;-8.61046;302789
Jardim de Infância de Campo da Vinha, Santa Eulália, Vizela;Rua da Molar, nº 463  ;4620 - 578 santa eulália viz;Santa Eulália;41.359116;-8.303833;1305233
Jardim de Infância de Campos de Cima, Sardoeira, Marco de Canaveses;Sardoeira  ;4625 - 368 penha longa;Penha Longa;41.09584;-8.170832;1307385
Jardim de Infância de Canadelo, Ponte de Lima;Canadelo  ;4990 - 560 brandara;Brandara;41.797607;-8.572984;1607828
Jardim de Infância de Candal, Sanguedo, Santa Maria da Feira;Sanguedo  ;4535 - 000 lourosa;Candal;41.015274;-8.518917;66860
Jardim de Infância de Candoso - Santiago, Guimarães;R. Luis Loureiro, 223  ;4810 - 301  santiago;Candoso S. Tiago;41.427177;-8.320867;308556
Jardim de Infância de Canedo de Basto, Celorico de Basto;Santa Luzia  ;4890 - 141 canedo de basto;Canedo de Basto;41.445393;-7.967882;305802
Jardim de Infância de Canidelo, Vila Nova de Gaia;Rua da Graça  ;4400 - 474 vila nova de gaia;Canidelo;41.130146;-8.657416;1317275
Jardim de Infância de Cardanha, Torre de Moncorvo;Cardanha  ;5160 - 041 cardanha;Cardanha;41.25534;-7.03183;409223
Jardim de Infância de Carregoso, Paredes;Rua da Escolinha, 27  ;4580 - 291 bitarães;Carregoso;41.220554;-8.323817;1310520
Jardim de Infância de Carreiras - São Miguel, Vila Verde;Lugar de Cachada  ;4730 - 000 vila verde;Carreiras (São Miguel);41.65253;-8.496805;313614
Jardim de Infância de Carreiras Verdes, Louredo, Paredes;Louredo  ;4580 - 581 louredo prd;Louredo;41.231586;-8.349715;1310588
Jardim de Infância de Carreiras, Santiago, Vila Verde;Lg Barreiro Carreiros S Tiago  ;4730 - 000 vila verde;Vila Verde;41.662113;-8.480051;313606
Jardim de Infância de Carreiros, Gondomar;Rua da Restauração, 756  ;4435 - 074 rio tinto;Rio Tinto;41.192852;-8.564433;1304697
Jardim de Infância de Carvalhal, Torre de Moncorvo;Carvalhal Felgar  ;5160 - 081 felgar;Carvalhal;41.182793;-6.980555;409217
Jardim de Infância de Carvalheira, Terras de Bouro;Assento  ;4840 - 040 carvalheira;Carvalheira;41.746387;-8.235094;310730
Jardim de Infância de Carvalho, Braga;R da Igreja  ;4700 - 179 carvalho;Carvalho;41.49736;-8.416789;303119
Jardim de Infância de Carvalho, Celorico de Basto;Covas - Carvalho  ;4890 - 152 carvalho cbt;Covas;41.369118;-8.046525;305401
Jardim de Infância de Carvalho, Feira, Celorico de Basto;Feira - Carvalho  ;4890 - 153 carvalho cbt;Feira;41.38144;-8.072503;305136
Jardim de Infância de Carvas, Vila Real;Rua Central  ;5000 - 000 vila real;Carvas;41.30352;-7.669239;1714181
Jardim de Infância de Carviçais, Torre de Moncorvo;Carviçais  ;5160 - 069 carviçais;Carviçais;41.1825;-6.8935;409397
Jardim de Infância de Casas Novas, Chaves;Redondelo  ;5400 - 727 redondelo;Casas Novas;41.707157;-7.56762;1703257
Jardim de Infância de Castanheiro do Ouro, Tarouca;Avenida Dr. Francisco de Sá Carneiro  ;3610 - 000 tarouca;Tarouca;41.02782;-7.7730284;1820249
Jardim de Infância de Castanheiro do Sul, São João da Pesqueira;Rua Maria dos Prazeres Barros  ;5130 - 026 castanheiro do sul;Castanheiro do Sul;41.12012;-7.5082064;1815313
Jardim de Infância de Castedo, Alijó;Bo de Sto Antonio  ;5070 - 222 castedo alj;Castedo;41.22782;-7.4671583;1701389
Jardim de Infância de Castro Vicente, Mogadouro;Castro Vicente  ;5350 - 201 castro vicente;Castro Vicente;41.383522;-6.841109;408853
Jardim de Infância de Castro, Baguim do Monte, Gondomar;Conj. Habit. do Crasto R.S.Vicente Paulo, Bloco 15 - Cave  ;4435 - 807 baguim do monte;Baguim do Monte;41.195915;-8.542757;1304889
Jardim de Infância de Cavalar, Oliveira de Azeméis;Rua de São Brás  ;3720 - 586 ul;Ul;40.82441;-8.494508;113789
Jardim de Infância de Cavião, Vale de Cambra;Rua do Complexo Escolar  ;3730 - 047 vale de cambra;Cavião;40.8247;-8.375319;119142
Jardim de Infância de Caçarilhe, Celorico de Basto;Carvalhal - Caçarilhe  ;4890 - 000 celorico de basto;Carvalhal - Caçarilhe;41.42301;-8.040264;305900
Jardim de Infância de Cepães, Esposende; Rua da Escola Nova, 9  ;4740 - 522 esposende;Cepães - Marinhas;41.552948;-8.78842;306010
Jardim de Infância de Cepões, Lamego;Jardim de Infância de Cepões  ;5100 - 446 cepões lmg;Cepões;41.07217;-7.800722;1805124
Jardim de Infância de Cepões, Ponte de Lima;Lugar de Paredes - Cepões  ;4990 - 585 cepões ptl;Cepões;41.82072;-8.592931;1607690
Jardim de Infância de Cerdeiras, Tabuado, Marco de Canaveses;Tabuado  ;4635 - 450 tabuado;Marco de Canavezes;41.187393;-8.122053;1307286
Jardim de Infância de Cerva, Ribeira de Pena;Penaformosa  ;4870 - 051 cerva;Cerva;41.470387;-7.841992;1709514
Jardim de Infância de Chacim, Cabeceiras de Basto;Chacim  ;4860 - 325 cabeceiras de basto;Chacim - Refojos de Basto;41.523388;-7.962204;304524
Jardim de Infância de Chavães, Tabuaço;Rua de São José  ;5120 - 105 chavães;Chavães;41.08638;-7.5695667;1819495
Jardim de Infância de Chorense, Terras de Bouro;Outeiral - Chorense  ;4840 - 060 chorense;Chorense;41.70564;-8.303003;310855
Jardim de Infância de Chão do Rio, Fiães, Santa Maria da Feira;Rua Monte das Pedreiras, 9  ;4505 - 328 fiães vfr;Fiães;40.986954;-8.519582;109083
Jardim de Infância de Codeceda, Vila Verde;Igreja - Codeceda  ;4730 - 110 codeceda;Codeceda;41.725468;-8.441598;313693
Jardim de Infância de Codessal, Vila Verde;Codessal  ;4730 - 152 duas igrejas vvd;Duas Igrejas;41.725994;-8.502844;313131
Jardim de Infância de Constantim, Vila Real;Rua do Cruzeiro  ;5000 - 081 constantim vrl;Constantim;41.27955;-7.7029757;1714225
Jardim de Infância de Corgo, Cachada, Ponte de Lima;Cachada  ;4990 - 630 friastelas;Friastelas;41.675472;-8.579216;1607187
Jardim de Infância de Cortes, Monção;Cortes  ;4950 - 852 cortes;Cortes;42.07209;-8.516913;1604290
Jardim de Infância de Covas, Vila Pouca de Aguiar;Covas - Tresminas  ;5450 - 291 tresminas;Covas;41.489967;-7.537541;1713801
Jardim de Infância de Covelo, Adães, Barcelos;Rua da Escola Antiga  ;4755 - 003 adães;Adães;41.52065;-8.560867;302288
Jardim de Infância de Crava, Castelo de Paiva;Loteamento Espinheirinho  ;4550 - 826 são martinho de sardoura;Crava;41.068546;-8.29021;106948
Jardim de Infância de Crestuma;Rua Central  ;4415 - 581 crestuma;Crestuma;41.066452;-8.500836;1317022
Jardim de Infância de Cristelo, Paredes de Coura;Veiga - Cristelo  ;4940 - 210 cristelo pcr;Cristelo;41.90256;-8.54179;25428
Jardim de Infância de Cristóvão, Marco de Canaveses;Lugar de Cristóvão  ;4625 - 434 sande mcn;Sande;41.115803;-8.173296;1307964
Jardim de Infância de Cruz, Balazar, Póvoa de Varzim;Rua da Igreja, 2  ;4570 - 033 balazar pvz;Balasar;41.404797;-8.622498;1313868
Jardim de Infância de Cruz, Santa Maria da Feira;Rua dos Combatentes  ;4520 - 191 santa maria da feira;Cruz;40.921124;-8.557338;109734
Jardim de Infância de Cruz, Torrão, Marco de Canaveses;Lugar de Devesas  ;4575 - 327 torrão mcn;Torrão;41.090446;-8.280952;1307259
Jardim de Infância de Cruzeiro, Barcelos;Lugar do Cruzeiro  ;4755 - 143 courel;Courel;41.453453;-8.648595;302681
Jardim de Infância de Cruzeiro, Santiago de Riba-Ul, Oliveira de Azeméis;Rua de Riba-Ul - Lugar da Ponte  ;3720 - 514 santiago de riba-ul;Santiago Riba-Ul;40.85439;-8.496925;113768
Jardim de Infância de Cruzes, Felgueiras;Rua Vilar e Samarim  ;4650 - 135 idães;Cruzes Idães;41.326706;-8.26316;1303037
Jardim de Infância de Devesa Velha, São João da Madeira;Rua dos Fundões  ;3700 - 083 são joão da madeira;Devesa Velha;40.88692;-8.481396;116710
Jardim de Infância de Duas Igrejas, Vila Verde;Devesa  ;4730 - 150 duas igrejas vvd;Duas Igrejas;41.694508;-8.4892025;313803
Jardim de Infância de Eiral, Vila Nova de Famalicão;Rua Antonio José Brandão  ;4760 - 265 gondifelos;Eiral - Brufe;41.41393;-8.540892;312001
Jardim de Infância de Encourados, Barcelos;Assento - Encourados  ;4755 - 194 encourados;Encourados;41.53138;-8.537895;302581
Jardim de Infância de Entre-Cancelas, Gondomar;R. João Villaret, nº 128  ;4435 - 176 baguim do monte;Baguim do Monte;41.187412;-8.529527;1304983
Jardim de Infância de Entre-os-Rios, Penafiel;Eja  ;4575 - 217 entre-os-rios;Entre os Rios;41.08988;-8.288706;1311005
Jardim de Infância de Ervedosa, Vinhais;Ervedosa  ;5335 - 071 ervedosa vnh;Ervedosa;41.709625;-7.07606;412938
Jardim de Infância de Escariz - São Mamede, Vila Verde;Barrosa - Escariz (São Mamede)  ;4730 - 500 são mamede escariz;Escariz  (São Mamede);41.633987;-8.528859;313804
Jardim de Infância de Esmeriz, Vila Nova de Famalicão;Rua de S. João, nº134  ;4760 - 480 esmeriz;Esmeriz;41.383537;-8.514257;312037
Jardim de Infância de Esprela, Bougado, Trofa;R. Bartolomeu Dias S/N  ;4785 - 160 trofa;Bougado;41.340153;-8.538563;1318912
Jardim de Infância de Este - São Pedro, Braga;Rua da Junta de Freguesia  ;4710 - 289 adaúfe;Lugar da Rossinhas;41.564175;-8.372478;303061
Jardim de Infância de Estrada, Telões, Amarante;R. Nossa Senhora de Fátima  ;4600 - 760 telões amt;Telões;41.28848;-8.0942335;1301429
Jardim de Infância de Estrada, Touguinha, Vila do Conde;Largo de Capela de Santa Cristina  ;4480 - 493 touguinha;Touguinha;41.3717;-8.715891;1316147
Jardim de Infância de Estrebuela, Castelões de Cepeda, Paredes;Rua da Estrebuela  ;4580 - 091 paredes;Castelões de Cepeda;41.21029;-8.325065;1310149
Jardim de Infância de Faiões, Chaves;Faiões  ;5400 - 632 faiões;Faiões;41.750652;-7.424353;1703494
Jardim de Infância de Farilhe, Canidelo, Vila do Conde;R. 25 de Abril - Canidelo  ;4485 - 060 canidelo vcd;Canidelo;41.316467;-8.642845;1316123
Jardim de Infância de Feira Nova, Trofa;Feira Nova - S. Mamede do Coronado  ;4745 - 457 lugar da feira nova;Lugar da Feira Nova;41.270073;-8.576109;1314645
Jardim de Infância de Felgar, Torre de Moncorvo;Bairro dos Barreiros  ;5160 - 000 torre de moncorvo;Felgar;41.20859;-6.958169;409315
Jardim de Infância de Felgueiras;Rua João Paulo II  ;4610 - 191 felgueiras;Felgueiras;41.361988;-8.205007;1303382
Jardim de Infância de Felgueiras, Nogueira, Amarante;Jardim de Infancia de Felgueiras- Mancelos  ;4605 - 138 mancelos;Nogueira;41.28094;-8.16744;1301131
Jardim de Infância de Figueira, Penafiel;Figueira  ;4575 - 242 figueira pnf;Figueira;41.112427;-8.344681;1311075
Jardim de Infância de Figueiredo, Oliveira de Azeméis;Rua do Areal  ;3720 - 510 santiago de riba-ul;Figueiredo;40.79524;-8.495513;113676
Jardim de Infância de Fontainhas, Arrifana, Santa Maria da Feira;Rua Marechal Craveiro Lopes, 61  ;3700 - 461 arrifana vfr;Arrifana;40.90185;-8.50248;109544
Jardim de Infância de Fonte Arcada, Sernancelhe;Fonte Arcada  ;3640 - 110 fonte arcada srn;Fonte Arcada;40.96322;-7.5168858;1818874
Jardim de Infância de Fonte Cova, Vila Nova de Famalicão;Rua do Girassol  ;4775 - 449 nine;Fonte Cova;41.47514;-8.53977;312719
Jardim de Infância de Fontela, Gondomar;R. Rio Carreiro Conjunto Hab. da Fontela  ;4420 - 296 gondomar;Gondomar;41.134426;-8.525751;1304563
Jardim de Infância de Fontelo, Armamar;Rua Dr. Miranda Mendes  ;5110 - 000 armamar;Fontelo;41.118225;-7.72958;1801631
Jardim de Infância de Forca, Sernancelhe;Rua da Fraga  ;3640 - 030 carregal;Forca;40.903164;-7.5613008;1818537
Jardim de Infância de Formigosa, Vila Nova de Gaia;Praceta Dina Teresa  ;4430 - 378 vila nova de gaia;Formigosa;41.131706;-8.581963;1317390
Jardim de Infância de Formigosa, Vila Nova de Gaia;R. do Mirante, 110  ;4430 - 459 vila nova de gaia;Formigosa;41.134163;-8.580967;1317323
Jardim de Infância de Fornos do Pinhal, Valpaços;Fornos do Pinhal  ;5430 - 100 fornos do pinhal;Fornos do Pinhal;41.65519;-7.2626395;1712852
Jardim de Infância de Fornos, Amarante;Fornos  ;4600 - 652 jazente;Jazente - Amarante;41.23983;-8.06127;1301212
Jardim de Infância de Fornos, Castelo de Paiva;Estrada Nacional 502-1  ;4550 - 360 fornos cpv;Igreja (Fornos);41.055008;-8.25718;106266
Jardim de Infância de Fornos, Guisande, Santa Maria da Feira;R. Jardim de Infância  ;4525 - 329 guisande vfr;Guisande;40.9789;-8.477818;109728
Jardim de Infância de Freixo de Espada à Cinta;Pç. Nova  ;5180 - 000 freixo de espada à cinta;Freixo de Espada à Cinta;41.09221;-6.8085527;404260
Jardim de Infância de Frossos, Braga;Rua da Goja  ;4700 - 155 braga;Frossos;41.570007;-8.448473;303097
Jardim de Infância de Fuste, Vale de Cambra;Fuste - Rôge  ;3730 - 376 rôge;Fuste;40.8593;-8.332501;119125
Jardim de Infância de Galafura, Peso da Régua;Galafura  ;5050 - 000 peso da régua;Galafura;41.18696;-7.687957;1708655
Jardim de Infância de Gamil, Barcelos;Loteamento do Jardim  ;4755 - 221 gamil;Lugar do Jardim;41.51502;-8.58669;302856
Jardim de Infância de Gemeses, Esposende;Lugar de Calvário  ;4740 - 496 gemeses;Lugar de Calvário;41.522278;-8.738315;306981
Jardim de Infância de Giesta, Cidoi, Trofa;Rua Prof. D. Adelaide n.º 40  ;4745 - 085 alvarelhos trf;Cidoi - Alvarelhos;41.306835;-8.613298;1314110
Jardim de Infância de Gimonde, Bragança;Gimonde - 5300 Bragança  ;5300 - 553 gimonde;Gimonde;41.801712;-6.6996164;402162
Jardim de Infância de Gião, Fagilde, Santa Maria da Feira;Rua do Eleito Local, nº711  ;4505 - 302 fiães vfr;Fagilde;40.995872;-8.469837;109064
